xe;ye;ze;alpha;beta;gamma
0.146618053;0.013159472;0.928230643;154.5806427;2.641423464;-142.1001587
0.395160556;-0.280689985;1.401215076;-97.19100952;-2.870910168;-172.5876465
0.07293833;-0.295566559;0.733945966;146.7294617;33.70722961;-14.40864754
0.196720898;-0.106632024;0.993814766;-156.8958588;21.09804153;7.593295574
0.205177024;0.00074026;0.820048332;-157.6372528;19.09892464;9.134646416
0.436521173;-0.033888243;1.805438519;66.31245422;36.75635529;-57.69075394
0.243705958;-0.097555421;0.864640236;6.755010128;-16.10832596;49.79470444
0.00435213;-0.231909007;0.898415923;-106.5247269;11.50993443;88.54093933
-0.176851362;0.450563043;1.760392189;-62.52376938;76.51053619;-20.8212738
-0.189242825;-0.38648507;0.433799058;-167.2566681;34.57205582;-42.66772079
0.057961687;-0.05116649;0.687835693;109.2958374;29.81526566;-41.59936905
-0.204875395;0.089164637;1.093183994;-49.73521423;-26.88067627;122.4702072
0.054667573;0.1135308;0.728974283;78.90328979;-50.30118561;154.7542114
-0.167087972;-0.565902293;0.863631845;-80.46720886;59.57946777;26.04338074
-0.858870447;-0.743985951;1.086618543;114.1524811;-34.57296753;73.73356628
-0.115217403;0.130273819;0.87782824;-130.9881592;-25.24805069;67.4752655
-0.100303851;-0.032576583;0.702485204;149.981369;-61.66461563;-96.52878571
-0.05642654;-0.258753091;0.962038815;124.5338974;-35.09008789;84.03234863
0.093356967;-0.640810907;-0.075577378;-32.72647095;-44.02563095;-31.07073593
-0.204803765;0.032244459;0.715973675;-95.12031555;45.1996727;26.97879601
-0.079693563;-0.078662753;0.802798331;118.7457886;77.33023834;136.6793518
-0.531927943;-0.295488715;-0.072309457;-105.8759308;9.498397827;93.40925598
-0.202052727;0.005836554;0.587095439;-53.42949295;5.150557518;35.9153595
0.025983796;0.262276173;0.613801003;101.8446503;-25.53988075;-103.7863693
0.248951495;-0.118066445;0.930862546;-163.3371887;-33.33755493;173.9151917
-0.101934075;-0.246697396;1.104759455;-172.0636902;-3.595983267;168.1859283
-0.157219186;0.020084187;1.012849331;-74.11525726;39.87629318;114.5016098
-0.015916836;0.342572153;0.970351934;-47.38702774;41.85669708;-71.67856598
0.152221903;0.026611853;1.66927433;95.4580307;64.30354309;79.60964966
0.013629941;0.09475299;0.903001964;115.5519638;32.26512909;-103.8598175
-0.444454491;-0.886681974;0.152260244;-16.21784019;30.24288559;-153.2704468
-0.039717957;0.423026741;-0.355204254;131.9075623;-43.32282257;-43.10240555
-0.280280173;-0.144486859;0.7003842;-11.78395939;5.192591667;68.25543213
0.116954468;0.151889145;0.913295269;-3.668533802;-1.988118649;30.98542595
0.056637999;0.26527226;0.839010358;-151.360321;-1.539052725;158.1657715
0.54325521;-0.063181981;1.47202909;94.5403595;-24.7782402;126.4249878
0.130705118;0.305586398;0.827317834;7.427372456;10.48554897;69.56460571
0.566520214;0.54323715;1.724265695;25.31106949;73.26073456;149.6574707
0.096001133;-0.201045528;0.606868088;141.4035034;60.91765976;-15.7431488
0.093502611;0.273929596;0.797686338;-133.0040894;-30.73208046;70.31743622
-0.004019201;-0.09543471;0.566679597;48.55456543;15.15296078;108.0977249
0.411117315;0.498184919;1.196357965;106.9602051;43.45662689;75.36006927
0.187316611;-0.221877635;1.830681324;-123.7685852;18.61979866;106.3849182
0.350483656;-0.89298594;0.466613948;-21.87287521;20.28988075;-28.45791054
0.317748427;0.244877651;0.691447735;-143.7770538;19.96143532;66.33538818
-0.270205438;0.93588376;1.084988356;176.2451019;13.57685184;89.82920837
-0.158637449;0.759029686;1.745721221;129.0307617;24.327528;-27.54473114
-0.663460135;-0.50075978;0.73727411;-131.020462;11.92615032;127.3791199
0.24818854;-0.056352567;0.763397753;-91.8998642;17.16223145;-178.6765594
0.140503198;0.228732556;0.923307955;-46.73394012;-16.72568703;-168.2119751
-0.095849715;-0.273794919;0.977344811;-70.6068573;-64.74855042;14.4486227
0.038063239;-0.322551131;0.778394222;-143.1066589;8.901407242;-67.24810028
0.260629267;-0.058668301;0.819773912;-84.81934357;-4.173261642;25.80164337
0.055882398;0.254840314;1.033210874;-5.868042946;-33.147789;1.57301867
-0.25225848;-0.106755212;0.758909345;132.4746704;-7.429419518;97.57702637
-0.202648431;-0.249554098;0.857912183;105.4629517;41.73003769;-151.5976105
0.533872604;0.943952799;0.492518246;13.86973763;-31.58168221;-172.9598541
-0.183159858;-0.057475775;0.615460038;75.51011658;38.4641571;139.2814331
-0.181857616;-0.171680376;0.798778534;-17.09402466;48.2890625;-140.337738
-0.04492769;0.285958588;0.562825739;-66.98474884;-26.73879623;28.46736336
-0.230637059;0.007038303;0.931614459;44.91852951;13.5552454;62.28908539
-0.17626588;0.304705858;0.347673357;-25.6719532;45.11149216;-133.6512146
0.123454839;0.343994617;0.795387983;-22.92385483;2.52283597;-135.097229
0.23614037;0.046455875;0.881533861;-102.5477524;20.01820946;-74.22193146
-0.228290364;-0.507401347;1.691094637;-9.114131927;-57.59700394;141.8694611
0.063229941;0.156764537;1.044239998;-128.2369537;17.83655167;104.1438828
-0.230331242;0.04439868;1.095362663;81.62036133;-49.05403137;-55.96551895
0.075806253;0.122094758;1.043777466;-65.19712067;-68.76104736;133.4101563
0.160732433;0.476605475;1.056555867;-165.829483;31.90425682;169.5773621
-0.025359357;0.088557802;0.272569001;150.6941376;52.4364357;112.7356339
0.819893003;-0.650595069;0.114257395;43.0916481;45.15956879;-121.9051743
0.003176214;0.131955445;0.779162288;-5.297957897;24.19730186;124.03685
-0.042966824;-0.164119482;0.548060477;60.63821411;-31.08206749;-113.3309784
0.297540694;0.242490411;1.076430082;-145.40065;-62.11959457;19.94899368
-0.121564403;-1.083786964;1.467329025;116.0671921;-35.40516663;73.22372437
-0.049468312;0.068854421;0.866423428;-152.1540833;-46.10112;59.82497787
-0.084695779;0.243853658;0.950904548;40.98770142;26.2536869;-67.44580841
-0.214695111;0.173322782;0.621801436;-12.28261566;-31.08154106;122.2904129
-0.167441964;0.1720642;0.878994465;160.8410797;-38.38357925;-110.4843063
0.143851191;-0.11298468;1.895555139;-50.75153351;43.42103577;-10.45899105
-0.81804961;-0.510284603;0.172893852;-7.466302395;-10.32344627;130.3096161
-0.320466191;-0.224200964;1.170114398;18.96936607;18.45743942;-28.14011002
0.097526655;-0.618256927;1.319243073;57.46567535;-21.46604347;84.47901917
0.015522666;-0.59538275;1.781842589;-135.2279358;-23.20897102;43.97393799
-0.242016077;0.121957287;0.617473125;-166.5757446;14.66228485;30.15002632
0.096360117;0.281278759;1.419245839;-91.91483307;-30.37341499;123.0795288
1.01659584;0.693073869;0.476991713;-53.91654587;-49.49567795;132.8083801
-0.136518955;-0.30170539;0.85315305;-171.7469025;3.708107471;-143.8560944
-0.778884053;0.119232662;0.867159247;54.23659897;-8.136260033;89.79709625
-0.002720203;-0.135307148;0.772878706;-48.7216568;37.40643311;-38.05620956
-0.090283334;0.43366006;1.958653212;176.8981781;16.72776222;18.32782364
0.066214114;0.268947273;0.849450767;-61.65805054;67.41570282;7.79873991
0.38761124;-0.986743748;0.640129983;117.962738;40.11120987;-164.8071136
0.09713646;0.252080679;0.503952146;-97.39822388;73.88871002;152.1491852
0.041979358;-0.080411948;0.659856856;-26.35993195;-51.12455368;-143.7845306
0.512126982;-0.187321797;0.344718486;25.16479301;-40.23312759;107.6825485
0.075021356;-0.13440612;1.397091508;166.1335907;3.756455421;53.12344742
-0.259706318;0.682466805;1.232122302;-47.0202446;32.86342621;141.151062
-0.156811297;0.038386092;0.641233504;-9.998575211;-1.013219476;-11.43522072
0.204627484;-0.136127442;0.922633886;155.4411469;-58.52596664;61.58916855
-0.154426053;-0.169802785;0.949822485;-78.36779022;23.06515884;103.1556473
0.00730748;0.391270041;-0.439094841;-97.22692108;14.71590233;89.57073212
-0.032425091;0.288814276;0.040015593;-14.532691;11.7521534;23.81571388
0.05064892;-0.045129396;0.597977519;57.07074356;-16.76197624;43.5242691
-0.054218713;0.184177101;0.666849971;-138.9912567;-24.03812027;-112.1258545
-0.10743425;-0.027004909;0.969078064;-19.28220558;-8.738237381;-106.5652695
-0.326216161;0.981907785;0.933701158;12.11920261;-75.84964752;-149.230957
-0.055521302;0.09541221;0.65630722;-40.27614975;-48.18938065;126.589592
-0.662472069;0.332178593;1.079930544;7.327396393;49.20088577;-152.4010925
0.62483263;0.954920828;0.327880204;-2.411938906;-2.727461576;148.5616455
-0.208413377;0.11140269;0.824137807;-172.025238;7.974596024;7.564720631
0.191744819;-0.205367416;-0.396308511;107.4962006;-34.07307434;-147.7552795
-0.404624522;0.385652602;0.111250803;-165.8291016;13.54741001;46.61320496
-0.127522469;0.245136693;0.953975916;161.5054932;-19.52155876;-4.281533718
-0.190046474;0.040667452;1.106386304;45.86628723;-48.6660614;-126.6702957
0.044409841;0.171132281;1.042049408;-50.06196594;-3.686579227;35.6329422
0.250322342;0.300316155;1.140586019;-119.5317535;-36.4379921;10.52183056
0.815394521;-0.575645506;0.146862209;-144.035965;-33.68405533;80.33137512
0.075774148;0.256896764;1.406770349;162.3101349;29.17853737;46.64855576
0.689544857;-0.278051525;0.713005304;-80.13130951;45.68652344;-139.6686401
-0.233756855;0.00096732;1.881811619;41.61421967;-11.14850044;158.334137
-0.071911074;-0.245583758;0.577560723;-89.75352478;-42.74213028;-146.532486
0.090893812;-0.274870545;1.03905201;-77.15683746;45.64467621;15.62968063
0.029605947;-0.071109548;1.616026998;113.6120758;-31.04981804;26.90046883
0.092022635;-0.163189426;1.117705941;57.25574112;49.37362289;-29.01100349
-0.112362228;0.022956818;0.812259793;-141.906662;-11.11730671;-123.4082947
-0.087436907;0.016291935;0.945104003;140.0007324;-40.22255707;123.0081253
0.115167834;-0.332464337;0.82473886;85.02585602;-37.96201324;-67.96134186
-0.019395567;0.147396028;1.862335324;-56.01715469;-59.82499695;120.8609619
0.316940546;-0.800399899;0.545352876;-139.5599213;26.31915092;-24.4177227
-0.574925125;-0.098258503;0.126207292;-61.7723999;-32.20177078;95.55799103
-0.535736084;-0.002623502;0.01657407;167.8123322;-6.410909653;-29.79358482
-0.862449348;0.2675668;0.932567;148.4025421;-39.86190796;-49.5370636
0.23882778;0.088780157;0.724608958;5.209667683;-7.516326904;124.1365051
0.058520012;0.207804009;0.800560415;-88.51733398;-25.05163956;90.23973846
0.249355942;0.102549374;0.664557576;0.202260524;70.00644684;-26.40957451
0.118874572;-0.102388062;1.119215727;136.1362915;2.197731495;-32.82279205
0.235228181;0.091693215;1.081576347;-134.1031189;-35.70524597;-158.4472656
-0.429287255;0.238770634;1.864571333;141.7076721;-12.67390442;118.7703094
0.489008665;-1.007094383;0.347376287;65.10305786;85.23737335;125.1936951
0.179430768;0.139184266;0.545435965;-65.46854401;-16.42565536;62.60011292
0.107575499;0.147041857;0.820872903;-166.2136688;1.616234064;177.5716705
-0.175954506;-0.02134585;0.982922137;-159.3964539;12.85312939;-15.72476387
-0.077912971;-0.164171517;0.629607916;90.91284943;59.35429764;30.5410347
0.083032399;0.025532885;0.67901969;-102.6170654;-31.60882378;89.4774704
1.298466206;-0.22956787;0.63883853;17.9104557;-1.126530409;66.8995285
0.056972176;0.174821407;0.323391855;-7.993085384;41.15142822;47.70261765
0.593023539;0.168295652;1.443729043;-177.6570892;56.08234024;41.45118713
-0.015902696;-0.070180513;0.864280522;117.4966812;0.872960567;13.44002247
0.179063782;-0.19170934;0.57358408;53.29970169;-23.44994354;-72.20225525
0.274400979;0.116276458;0.923430204;-158.4875793;-39.25607681;30.43488312
0.327699184;0.036159139;0.963030517;162.6825714;63.43394852;61.79553604
-0.259998411;0.035336688;0.838572502;154.673996;-50.77622223;-76.22629547
0.657683671;0.22243169;0.141982824;19.17543411;-65.55262756;-177.9369049
0.045933854;0.243495077;0.505714595;-44.62863922;32.9236412;-107.0206451
0.035803139;-0.077367485;0.725930333;-5.466842651;-35.47213745;-87.79799652
0.284139723;0.012448736;0.735043049;110.1335068;13.80819511;35.35109711
0.085088983;-0.022644598;1.057668328;-44.0470314;-19.52984619;-136.8091888
-0.133024424;-0.035719819;0.005808271;149.4387817;-26.70932579;168.1543732
0.577855051;-0.67623961;1.374814034;-101.4751434;54.30900192;-105.6368713
0.175260514;0.188530058;0.936705351;179.5873718;-16.92603111;40.11739731
0.005578673;-0.076992415;0.244436517;-28.46362495;0.467426598;-8.166554451
-0.129091978;0.106222928;0.962796569;-142.448288;28.01499748;-104.3927689
0.300001144;0.497700214;0.417173296;-154.0315552;28.06068039;-168.4274292
0.094085447;-0.129921749;0.930650711;1.720995426;-2.139431953;95.58694458
-0.028131947;-1.044293046;0.215438217;127.7243042;15.80791473;173.0567932
-0.040595476;-0.291921347;0.909484982;-6.131924629;-65.53945923;46.15378571
-0.165411189;0.008869112;0.884760618;-176.679184;72.70751953;1.886746049
-0.520960212;-0.640637398;1.286038518;153.3497009;-43.23474503;-95.43758392
-0.192944065;-0.147708938;0.666517437;136.4545593;11.69991112;70.34470367
-0.391636819;0.279667914;0.163012296;-143.1389465;-54.79704666;-26.91539192
0.221428275;0.183028534;0.797728062;-10.08424473;5.816087723;76.26942444
0.094761804;-0.102174997;1.07049787;-83.45658112;34.10198593;49.31032944
-0.837211609;0.442468852;1.383702636;-43.89677048;25.57021713;-57.29799271
-0.109256044;-0.15618822;0.909605742;-4.478957653;-14.64004135;31.51811028
0.238180205;-0.095142052;1.041740775;-19.5543766;48.210495;178.5100098
0.059193879;-0.231795579;0.858402848;-116.3291473;59.40266037;146.8743896
0.143847644;0.147147641;0.87291199;163.876297;-79.81967926;-51.94522476
-0.075857639;-0.116032176;0.760945499;75.24181366;-45.39339447;-17.7247963
0.044832684;0.210880429;0.438118458;129.7303925;27.82196617;30.85396576
-0.24530451;-0.024067778;0.754643917;-120.2673492;-6.727405548;-134.0566864
0.391393334;-0.621100068;0.73864013;164.437973;-77.21850586;71.63187408
-0.065249443;0.085377932;0.750229597;111.768425;69.44998169;97.57648468
0.188959792;-0.089644924;1.049835682;-20.52705002;-18.70195007;132.6405792
-0.899511218;-0.269313872;0.90644455;131.5781097;-56.12181854;-161.2521057
-0.110577732;0.178443879;0.617241085;-11.7095356;7.423514843;94.00816345
-0.063614585;-0.248070925;1.130776525;120.1302795;50.80873108;-152.5546875
0.224978358;-0.043690413;0.803811133;62.29934311;-45.85586166;-107.8492432
-0.252859116;-0.332811624;1.208469152;72.39797974;-28.82598686;36.9585762
0.058191862;0.255495787;1.170047522;-63.0401268;-26.6386261;-152.5999451
0.19664371;-0.169859469;0.722658753;-166.294342;-5.486205101;55.34804916
0.249133408;-0.036297262;1.051736832;-118.6532974;12.65251255;50.52344513
-0.008537613;0.227524623;0.845227063;18.81478691;29.92243385;145.4194183
-0.014064722;0.117801964;0.579870164;-140.292923;-37.7335968;128.912674
-0.156429142;0.024709348;0.699631453;77.79161835;26.58898926;-122.2618866
-0.185239851;-0.232534707;0.804232121;12.63285446;36.66306305;38.72893143
0.801473439;-0.08617539;1.767771602;83.35773468;33.13005829;-167.8540649
0.419175923;0.08299011;1.169625282;22.67387772;-48.49255371;44.9825058
-0.286808372;0.178647786;1.935423851;73.31459808;27.13912582;81.88638306
0.335312128;-0.728741884;0.811124563;62.89334488;59.87625122;68.6344223
0.257066667;-0.250296831;-0.052435003;-166.4673767;9.479787827;-47.28603363
0.036306873;-0.096369095;-0.285807312;134.4542389;-44.82932281;-74.03042603
0.093148753;-0.026309557;0.85622555;-22.42518616;59.15555954;-43.82613373
0.001826469;-0.17427063;1.097239852;-50.03037643;61.52442551;54.05800247
0.336546004;0.002643619;1.086828589;70.24766541;2.474145889;-98.77540588
0.123780437;0.039241061;0.862931848;138.2999115;-69.40998077;-25.48969269
0.149442166;-0.126237631;-0.406894475;145.0726929;-1.757111073;-101.006424
-0.158378482;-0.019557692;0.824965119;88.922966;84.88439178;72.62023926
0.297595263;-0.011263624;0.669584394;59.98471069;11.37724972;79.49095154
0.441081554;-0.464926541;0.785137892;-128.7827454;-44.05347443;-144.6476288
-0.192111671;0.03095746;0.852566183;-167.1998596;30.57275391;-26.62874794
0.086828485;-0.181928545;1.786740661;158.6030731;-23.14858246;-162.6561127
0.223271489;-0.119761236;1.066221237;-3.623073816;19.27198982;103.3166656
-0.078910142;-0.059707116;0.547079384;-110.658165;2.320121765;-65.16371155
0.12255609;0.103679538;0.641721487;-104.6332245;54.51697159;108.056572
-0.602306485;-0.341398478;0.86587733;34.12108231;11.84945488;-36.18120956
-0.093351856;0.299321115;0.945650458;-55.0489502;-13.99371529;-24.6877079
0.948597312;0.299494326;1.423415184;-106.0293884;-39.73472214;-42.02806473
0.30325681;-0.040983841;0.768128157;-107.6634445;47.92049789;104.073494
-0.109174348;0.091915473;0.805369258;-66.51659393;-12.4496479;-33.03190994
0.05889269;-0.802612305;1.303339362;-84.13983917;2.874211311;12.58873749
-0.064941734;-0.085290767;0.699628472;64.27785492;-9.952551842;106.3322525
-0.024010116;0.554477751;0.999789715;176.671524;-0.265696764;-9.033342361
-0.182201549;0.087684534;0.64571321;45.07336426;-32.89031601;-55.56355667
-0.103879668;0.198969036;0.557186484;-135.5465393;-6.141398907;60.82374954
-0.22560662;0.071615614;0.949833751;-41.07855988;39.0688324;-131.1238556
-0.316520184;-0.072230607;1.103350043;121.190712;-16.1133213;74.81475067
0.129488423;0.062667832;1.113057494;2.407162905;9.315603256;-162.7781067
-0.33953169;0.089217454;0.766244411;-172.935318;-41.67118454;80.25946045
-0.406391323;-0.617267311;1.779121518;-38.70643234;-25.46503448;90.75048828
-0.374990314;0.064778298;0.533495903;69.95726013;34.67698669;118.1654282
-0.345116347;-0.175983876;-0.374405652;-55.3006134;-54.40132141;158.516571
0.532314301;0.578398645;0.974280298;-86.3405838;28.41999245;12.52805805
-0.686096787;0.044795573;1.553582788;16.57615852;-6.814181805;74.2697525
-0.117449991;0.246289521;0.847240984;-126.6032791;29.39938736;-165.5298462
-0.168520615;0.017095238;0.889417946;-176.8084869;55.2763443;-11.44771957
-0.033824917;-0.252885669;0.728017151;-142.0775757;23.82142067;-42.98043823
0.098224029;0.129792199;-0.116629221;124.3413696;61.04542923;-1.931904316
0.788340747;0.213023633;0.741662502;-71.34091949;11.32109547;113.7059326
-0.422427505;1.050684452;1.007544041;-179.2763214;16.39073372;-41.30198669
0.335288644;-0.090977132;0.91134131;-139.6520081;11.36584854;-114.9550781
0.86038357;0.061182693;0.232040107;-123.2845459;-40.2713356;-69.42986298
-0.205253035;0.088695042;0.700763941;-23.7401638;36.27227783;171.0207977
0.005731087;0.12840125;0.581037879;91.34613037;38.72831345;-174.9693298
0.206867814;0.537518919;0.309071928;-32.42110062;1.085900307;-129.5036621
0.74973321;0.706081927;1.23020649;-116.0650101;76.52272034;64.9541626
0.275139093;-0.70824635;0.759158075;-143.9423676;40.47493744;-46.78120041
-0.062334612;0.312247634;0.621475041;64.71468353;-76.71149445;-54.64630508
-0.127743438;0.004919085;0.829999685;179.25383;23.51210022;145.1503754
0.538714945;0.667492568;1.67575264;-94.05795288;5.918802261;-42.53328705
0.342226803;0.79660219;-0.044622459;-177.8182373;-20.28142166;-157.6266785
-0.273489058;-0.002936099;0.676717579;133.8047791;0.306767464;-118.5852509
0.332009047;-0.058722869;0.396116853;-25.1083622;-51.69235992;-83.21395874
0.145960212;-0.219252974;0.831207335;-164.9331665;-61.66807556;10.03796959
-0.387025565;0.391454816;1.751945734;43.63418198;-34.27233124;147.957077
0.200220078;-0.162518114;0.827828467;-153.1755981;1.139017224;-33.40855026
0.277334094;0.017820077;0.677572548;148.8867188;-16.7674675;114.3872223
-0.365003914;0.235077903;0.723875105;-27.7725563;6.670978069;169.1457825
0.332896799;0.428832024;1.378679991;-125.0219269;-48.39616013;-83.27858734
-0.097653568;0.03703288;0.810248256;65.35871887;-37.27801132;-135.7048187
0.059332881;0.14956823;0.975623369;62.45083237;-37.98804855;-110.756958
-0.202132359;0.018727653;0.549877286;158.4042053;-2.929237127;-15.62119961
-0.199613005;0.113475822;0.712011874;153.5593262;-31.17772293;50.87937164
0.168471932;0.013761088;0.96363759;94.37569427;-51.75813293;-164.7785797
0.105337553;-0.069559135;0.805005729;70.23518372;21.23143959;99.71810913
-0.026491161;-0.337464929;0.501124859;14.07872868;-47.26861954;-159.0508118
0.125333875;0.020195916;0.972808182;89.94644928;66.08336639;9.311820984
-0.000303797;0.167805269;0.87141335;-9.879213333;2.552415848;91.10650635
-0.117162131;0.050426885;1.068430901;149.5495911;18.49847031;25.30763245
-0.23294425;-0.068736151;1.063280702;54.45053482;-17.43357658;72.20893097
0.064823858;0.24051556;0.757796168;-118.0138626;8.286484718;154.589325
0.096902236;-0.23064363;0.88160634;42.92974091;-36.96717453;-146.3124542
0.015821636;-0.163118824;0.795267344;101.5659485;10.11916447;87.43253326
-0.079559639;0.120524526;0.66179353;-163.8703461;-14.15546513;10.70895386
-0.15446803;-0.197917938;0.724553049;-68.416008;-23.61685753;116.6767502
-0.183033913;0.13800846;0.684097528;38.00718689;17.09995079;107.9921646
-0.080304712;0.005803138;0.914552093;49.57303238;0.637157083;-144.4334106
0.021859821;0.254612982;0.777158022;-173.6374817;-9.719337463;162.6766968
-0.106647804;-0.297720402;0.938360035;-120.5733414;-68.63785553;-106.8897705
0.133825362;-0.010712571;0.842391729;52.77587509;14.12089157;128.668869
-0.201872572;0.288508296;1.702973008;179.1053314;-5.467398643;83.54246521
-0.279236108;-0.224462241;0.800543845;-17.00092316;-39.78395844;152.3715057
0.190650821;-0.147393167;1.078432202;6.315312862;-20.79900169;21.96221542
0.027435469;0.112664141;1.049870491;121.6675644;19.05875587;11.52096558
-0.115421906;-0.035837844;0.901096821;-0.613858044;-6.3678298;-75.31305695
0.109160073;-0.169926018;0.844307065;4.47588253;43.57653427;47.09683228
0.273740143;-0.808535099;-0.031402402;-2.881635189;17.57758141;178.3554077
-0.216286585;-0.200910971;0.721336842;46.32330704;-62.7352066;-92.36406708
-0.058764987;-0.109430574;0.922265351;175.5776215;12.15578747;132.9250488
-0.024814989;0.120763272;0.91315335;51.21880722;-28.38732147;108.2076569
-0.106488116;-0.206735507;0.679854095;-132.5806427;-9.898888588;-124.9584351
-1.228740931;0.444466084;0.653797507;-46.07749939;25.72275162;68.21012115
0.05888138;0.054804154;0.662081242;128.5704498;24.21497536;161.509201
-0.21513027;0.075259626;0.744951367;75.90156555;32.62116623;-50.29829788
-0.207129508;-0.137003571;0.704990566;-158.7440796;-30.30523491;-101.4255905
0.172618195;-0.124905877;0.804299116;69.55529022;-34.50061798;-45.05221558
0.085687071;0.161453232;1.117611647;-72.85204315;6.728177547;44.19747543
-0.946762502;0.115282744;0.360587656;72.41086578;24.83112717;47.42963409
-0.529685378;0.237935752;0.382154733;-160.7559357;41.22234726;-67.55097961
0.667411089;-0.275137991;0.836761475;60.69179916;-77.23002625;1.707679868
0.095914587;-0.512634575;1.165274382;-109.4948578;11.45813274;171.4137573
0.050306417;1.275424004;0.517893434;16.46837807;-0.083317019;156.9024506
0.013858803;0.164558977;0.673991561;47.8888092;-7.74668169;-100.0094376
0.119085796;-0.240955204;0.737971783;3.048915625;-64.74842834;48.5813942
0.052324362;0.099085599;0.875575721;88.1157608;-42.47739792;108.8647842
-0.225484282;-0.067281723;1.099562049;-29.67455292;7.329967022;-93.74450684
0.450593978;0.443575561;0.407893121;36.36310577;14.9411993;-54.28549957
0.112739898;0.124605209;0.968685865;-9.41298008;1.03684175;-120.239563
0.286932975;0.018268846;1.059002399;-16.90611076;58.85609436;-58.55687714
-0.095313646;0.033524074;-0.120972313;-15.00269985;37.64611816;-78.4536972
0.04004658;0.272329003;0.887359262;163.971405;-51.60949326;-39.29972458
-0.107665509;0.041984424;1.075289369;-64.83463287;39.14601517;83.50556183
-0.285552382;0.042844787;0.664759696;168.0337372;-29.88836479;49.77881241
0.123186819;-0.117406532;1.107136846;-178.4156342;27.01286507;-101.2600632
-0.181798726;0.428345859;1.375888944;-176.4061279;-40.74999619;94.62633514
-0.182085246;0.240380675;0.942596555;102.6827469;-24.00469589;98.60816193
-0.103166237;0.130533591;0.52138716;-6.685560703;81.06555939;-29.94596672
-0.135259554;-0.142699987;0.986681283;-81.37689209;-10.84828186;59.27851486
0.859297514;-0.164039493;-2.54139E-05;-8.521517754;62.7178688;-140.6459503
0.123490065;-0.236461326;0.691746056;-24.99315453;58.84225082;55.92885971
-0.190113068;0.260092199;0.841305792;-51.80314255;48.75299454;120.7485809
0.819468975;0.603390336;0.13707611;-31.13850784;-15.54987717;-12.92377281
0.300689667;0.062572531;0.316603482;117.281517;-82.67540741;-142.8790131
0.167239904;0.043008178;0.823815465;-162.0586853;-44.11391449;-161.949585
-0.225152448;0.021661252;0.5562132;79.51382446;-51.69417572;58.70354462
0.167335138;-0.059040707;0.954237044;22.41086197;4.222876072;92.32074738
0.116115481;-0.34772718;0.670300007;112.3834991;-17.26517296;54.13873291
-0.010638211;-1.197925329;0.423447609;-146.4206848;-12.27831459;148.8652802
-0.809800088;0.26140976;0.288343072;-141.1799316;58.28701782;-80.5834198
0.064853534;-0.257375479;1.040278316;85.25010681;61.30387115;42.39881897
-0.066723302;-0.160658285;0.805190206;76.14053345;-30.85467529;84.05664825
0.075563036;0.269800574;0.921103895;30.38930511;42.59134293;56.14159393
0.152633697;-0.210100904;0.875861645;173.1447144;81.59149933;125.0247574
-0.359250903;0.039822049;-0.404856652;-93.33914185;59.56618881;-78.9997406
0.572522342;0.001752663;0.345266253;-146.9053345;14.436409;-70.43688965
0.062089022;-0.166018218;1.05683136;9.571709633;9.487506866;134.613266
-0.127586693;-0.207443923;1.96342659;-80.87075043;-29.57260513;94.30432129
-0.179147452;0.103548408;1.274294138;-10.29587364;5.100542545;128.4039154
0.018672664;-0.062040135;0.949228406;-162.4564362;-2.650972128;76.04315948
-0.075762369;0.051652595;0.573697805;-80.90407562;21.9196167;164.9698334
0.302437305;0.016941603;1.766366482;-137.614624;-78.71983337;101.6799545
-0.221474886;-0.044159114;0.746452808;-154.2765808;-32.96127701;34.27717972
-0.32589519;-0.032605756;0.633590221;-12.02784252;28.85981369;-178.376297
-0.384449422;1.190906286;0.439190179;-66.13484192;74.87611389;72.48312378
-0.013892308;-0.262373;0.617673635;-161.1136932;-30.73323441;-82.42690277
0.527941346;0.616074383;0.60788697;56.23271561;-76.5982132;-39.58388138
0.128194705;0.206041992;0.743669868;-4.628684998;39.16719437;-138.4833374
-0.756403506;-0.393835574;1.338523746;-34.41400528;-29.89604568;128.9603577
-0.200336695;-0.099343881;0.994750261;-83.26204681;-49.41648865;-27.82037735
0.048855834;-0.337508559;0.263179541;-92.59780121;-49.17321014;-122.4876404
0.534543037;1.018813848;1.436550498;12.47811604;22.73270226;135.6573029
0.03425483;-0.205559164;0.766169071;-7.382427692;3.691720724;-118.1795654
-0.062054783;0.337916404;1.736510038;30.31946945;64.46031952;133.2101593
-0.479578555;-0.741378188;-0.069521539;40.16423798;-52.55551529;101.1297379
0.22663106;0.135923356;1.417236805;-94.18801117;-23.85596085;-171.6017609
0.179664135;-0.220521763;0.983091533;21.82020187;2.741223574;-91.36683655
0.641201258;-0.234369978;1.846708775;-167.2518463;70.31784058;-137.9309387
-0.242133692;0.060292795;1.007472038;59.5366478;-14.96064186;-58.01254654
0.199580461;0.029292386;0.697469234;-20.37038803;-26.79429054;137.335907
0.156960621;0.228359848;0.651337385;-69.27669525;-30.15310669;-91.28157806
1.250240564;0.038432177;0.844273329;116.8771973;-8.652787209;160.5321045
-0.271909922;0.912045479;1.484665275;-23.28496552;11.59794044;20.46608734
-0.186584443;0.181604803;0.72740829;-167.489975;-59.08713913;-173.599411
0.119323388;-0.159795076;1.618357301;96.18212128;-22.44177246;84.97716522
0.124891602;-0.192688897;0.309682667;44.43093491;-1.361569285;124.3067932
