theta1;theta2;theta3;theta4;theta5;theta6
52;-70;17;-78;-312;201
191;49;83;64;84;-188
210;148;172;-261;-357;172
224;47;-320;-128;313;254
135;-240;130;-303;44;-30
119;-48;-338;-42;-24;-353
67;-143;235;300;-168;-147
-294;163;157;87;-89;94
12;108;268;-122;41;-340
-201;206;-151;-319;143;100
106;276;-242;120;-84;139
-141;108;-101;298;-80;128
182;-217;129;210;163;-234
-286;229;346;181;295;78
-29;-327;72;203;229;-200
168;128;340;-64;-324;-133
-134;-5;-320;-292;-188;204
266;89;-121;-165;-337;266
-182;350;-269;24;-88;205
299;-100;296;-275;-335;292
311;65;-320;276;252;50
-28;-312;-84;173;16;-2
238;-348;-170;-258;-337;-152
284;-243;353;-266;-24;-94
114;269;-148;-164;-302;-226
187;295;104;13;145;-328
281;124;-242;2;23;89
335;50;56;315;-316;115
-289;78;219;-337;16;-146
116;70;-316;282;327;-230
-307;352;-52;187;305;268
334;-147;151;289;270;237
-335;293;92;52;172;6
263;-259;113;67;10;-184
341;300;110;-281;11;-14
-311;-80;220;207;-274;-63
215;-178;63;-334;131;236
144;-107;-8;-156;-169;191
61;28;354;194;62;210
35;-305;-19;252;-70;-190
30;-95;186;194;-111;337
-104;-221;-295;-135;330;100
-210;-120;-113;285;3;45
209;-107;-202;233;-306;-301
-137;256;-19;-127;-29;126
53;247;-306;-173;135;-49
-127;-327;-137;-53;83;-185
249;276;309;45;-142;195
5;81;135;-300;154;-145
-192;-132;-157;-180;-271;121
-160;-182;50;-323;233;-334
-168;-143;117;91;153;-162
358;-144;1;-265;287;-189
-312;-97;353;-208;-153;3
94;-77;130;-267;-310;-328
39;282;62;23;104;-67
-172;79;96;187;-192;-152
-344;-150;-105;108;78;185
277;285;-304;19;-328;214
-134;-191;-168;-258;-221;240
177;176;-169;-279;-325;-161
113;91;53;-216;-65;-156
241;186;264;-60;175;-310
331;135;-173;170;-15;268
-128;44;-183;-264;-189;-98
136;-332;136;-172;257;33
-28;-250;-176;-78;335;14
-273;299;-31;292;-150;203
-320;-207;199;142;294;79
32;182;272;284;257;132
-67;-326;-189;-350;-85;294
-142;265;-254;-137;-59;-209
193;-186;278;-146;-223;162
329;289;145;226;264;280
-194;91;-185;-41;204;156
-184;171;294;247;340;-257
257;189;188;-29;-84;-283
-32;-254;-149;-86;306;-221
112;-76;-221;-338;218;-135
178;65;-147;227;283;65
227;40;227;-333;251;-278
-252;164;-215;172;265;-210
165;82;9;331;-228;-216
115;172;-91;343;-335;-124
109;-332;-263;-188;259;299
-355;-183;79;349;346;86
323;-91;-196;49;43;-158
268;249;107;161;-168;-273
-252;121;-118;85;199;168
170;-317;-197;-24;288;32
-319;212;198;7;-342;343
-186;289;-37;-315;-289;-95
10;-86;-359;157;-112;113
-238;87;-54;128;-232;279
-245;-290;188;284;-182;70
-305;-168;250;133;-9;-103
-207;-196;191;-75;233;18
-286;-326;316;83;355;-17
348;52;-193;-276;-266;174
-261;-226;-75;-118;-30;-286
-238;102;207;-92;-139;287
162;-67;-226;-323;320;-57
69;10;285;-227;-293;-320
-326;132;-18;308;-64;267
151;319;-14;-47;9;18
-22;331;257;-140;159;256
-139;-247;-305;179;25;-33
211;-203;-140;167;-29;-68
-179;59;222;-324;-253;-6
282;-135;-157;-314;-317;57
243;-110;-109;-331;-78;264
-342;-237;239;-351;-24;239
289;5;244;49;198;-135
-283;140;174;-74;-111;-321
-90;-96;-156;299;115;-54
90;72;346;191;158;274
-353;52;340;24;-315;47
-196;-43;-289;-269;217;-177
0;17;-346;272;-29;346
50;270;-186;-276;-251;-318
-216;266;195;311;-302;-310
344;16;207;-137;-275;-11
-61;300;-246;-214;-252;330
179;-212;119;-202;-37;318
59;-254;93;-228;-301;-206
19;120;-30;-205;-202;281
-143;-180;286;-274;119;-124
-125;235;36;104;249;68
-122;-208;91;-171;343;-244
212;306;-24;82;-65;338
110;196;-61;-253;-4;251
128;-39;-2;-248;143;-213
128;-271;69;197;57;133
-52;-161;345;335;164;162
105;-299;20;253;-209;236
-212;-18;-144;-112;309;-339
159;-89;63;-123;263;256
35;-329;24;235;48;-202
-127;-314;-91;-174;-173;-20
-292;-315;228;-311;-146;207
-31;296;37;-51;-73;-315
156;159;174;137;-173;-353
-108;286;175;-149;-228;-243
-306;-45;-165;-190;-255;-21
165;-78;-248;-258;292;-106
-246;268;219;169;-6;-71
261;-230;307;232;135;-22
280;348;-337;234;115;-37
53;215;96;209;-318;-80
-58;118;97;278;80;83
272;192;180;-277;-213;-277
246;-85;-33;-307;-342;332
-246;313;-190;-306;124;-300
-316;141;-359;-247;-163;-133
154;52;11;56;-357;-107
32;-294;-164;65;-357;-338
-89;-241;-140;-166;-139;61
28;210;-92;182;110;37
253;-54;54;193;28;349
-284;-143;-87;-20;-200;-129
-197;-345;-349;205;-347;290
-219;79;16;149;-106;187
4;192;-99;306;289;37
15;-231;79;164;271;-19
182;-230;-345;-267;260;214
-225;-237;127;-72;314;-17
-70;-223;-117;-43;-261;346
-44;219;229;-194;102;-175
-271;-67;-312;-281;21;-208
-342;356;176;348;325;-20
352;254;-138;326;-279;-276
-360;-142;-94;-274;153;330
-128;208;124;-281;161;276
-360;-287;-93;299;360;-238
-236;-286;77;-64;-176;-215
-225;277;95;88;114;-233
91;271;-232;105;277;-180
62;-9;244;-323;173;39
-51;202;-75;-103;115;-76
-232;-321;-182;290;348;-11
-256;8;356;189;336;310
-190;-290;-65;-266;184;-110
-36;-217;171;-214;193;-187
82;-111;161;-276;-230;-221
-101;-69;-198;122;330;-49
219;215;357;-208;-123;189
185;333;50;78;-97;-113
72;18;-11;112;-333;-224
309;60;-349;-149;-328;213
152;26;63;-208;-62;11
244;115;-14;254;-13;-164
167;338;-90;-188;-186;-347
348;218;46;-80;110;356
154;-287;-38;139;-120;304
96;312;-53;-144;280;-348
-254;331;155;-140;237;222
295;103;93;-275;302;89
-175;325;-327;-345;-297;13
273;-71;44;71;-306;-78
-105;-184;-283;-280;-168;-168
314;-226;5;-254;303;310
-262;268;-352;160;273;-81
-183;-280;250;115;202;-102
-228;-353;-299;-123;-144;5
-82;315;-245;202;-233;220
45;-22;-101;-92;-84;-176
340;116;4;-218;-285;280
-99;-33;-314;253;-159;297
-317;84;46;121;-119;-333
-154;311;216;-122;171;49
-349;-54;-339;205;347;137
202;71;-155;178;140;-41
-58;-252;29;-219;180;155
147;170;113;282;-6;-114
334;-270;-210;-249;222;-312
-7;71;-97;136;257;289
326;288;-356;-330;267;-40
-41;-122;317;153;316;22
-345;231;-153;265;260;37
-31;252;-110;-189;-324;-263
56;292;196;147;-56;330
184;-97;36;-201;-176;170
-133;-56;179;-106;-39;-336
164;88;-270;-205;-138;-338
-215;-312;-360;98;218;-76
-171;-156;154;-221;58;-182
314;47;274;355;322;-16
-270;-314;-82;42;305;313
234;-228;-77;298;25;-35
-155;89;-229;308;154;240
-3;334;248;-278;314;136
-139;260;323;131;46;-252
351;227;297;133;-142;167
-161;83;-148;13;172;176
-70;-244;-344;-284;311;83
96;-356;-206;-302;-244;-294
-264;-309;-167;-332;176;321
-201;73;-46;-235;-220;-224
310;-7;214;-227;-196;252
-4;350;-236;325;-85;-38
-101;-256;228;-229;240;-68
-57;24;-50;-359;119;-175
66;-102;35;202;42;-143
-28;303;278;274;339;182
-349;355;-32;15;-296;206
157;33;176;135;80;-301
-89;-69;135;-68;39;85
-60;249;37;226;-133;259
-204;-277;-299;-249;218;335
-219;200;-341;-278;-226;307
36;-338;271;325;-12;-48
86;-194;145;347;-243;94
102;98;351;-82;-172;-30
-278;-102;206;-141;166;105
245;15;-86;86;76;26
166;-89;-273;-96;224;287
-111;-349;-340;252;317;189
336;-5;40;110;341;291
-342;54;165;-251;-325;25
-332;0;-209;-17;111;-325
258;-332;101;5;56;273
-228;-215;-265;232;170;284
-245;-56;93;70;-147;203
-85;350;-213;202;249;-28
129;214;-191;182;303;357
276;2;-356;-350;-291;207
39;158;-196;-351;-274;96
-350;317;360;-88;285;65
242;-13;-318;-29;-131;296
287;109;-183;-192;35;-77
184;-77;-169;-110;313;-91
-13;-189;23;-209;-148;23
5;-1;297;166;288;220
-38;-191;-312;-156;-49;-32
346;308;70;60;-279;-73
319;-206;-238;-110;87;-46
-61;-155;292;132;-285;-300
-351;302;-95;-56;55;-226
-344;114;-30;-216;-219;140
178;31;19;-67;41;166
-149;205;-306;-20;-73;296
-52;321;-69;-186;269;-4
-55;38;-181;-175;-209;58
242;254;104;350;345;132
206;-109;202;-327;-106;-103
-267;348;-61;-67;204;-48
55;108;-337;-69;331;69
312;315;184;28;234;-353
178;-286;-326;-227;-20;-354
258;-19;-252;-184;-320;-213
-25;-28;-107;-43;-123;52
355;157;-100;52;-86;-92
-55;175;-101;91;254;-274
-235;325;344;-179;-155;244
218;-94;-99;-165;-173;356
-327;127;1;-279;-28;158
332;21;314;353;-25;-98
-295;248;-62;186;39;-17
-168;-263;-304;250;-117;125
-285;63;-278;-181;-62;155
267;227;-193;-111;332;-143
-249;176;-157;-123;-360;46
-40;-244;147;32;-177;-77
-184;60;-322;74;-332;261
-113;-280;67;94;203;171
210;107;297;76;170;154
137;303;339;-123;-292;221
132;-236;-14;317;-261;115
-221;91;87;-43;115;-38
254;149;-52;87;102;280
356;165;4;-325;-282;258
300;124;-27;333;-303;-82
-349;66;49;-352;65;-101
-342;345;-265;36;262;132
-335;-43;-43;192;360;-175
278;-325;-121;166;-1;34
-199;-272;-11;270;102;-37
-262;-259;348;340;-51;185
42;185;343;-330;-107;-17
-234;-104;280;-311;-294;-212
83;-163;179;-140;191;-178
123;-265;319;-40;-102;-238
-1;-34;-313;280;294;204
-20;214;271;124;-310;-271
-54;204;64;-20;-336;-231
311;65;5;-203;326;-99
-30;239;210;-43;89;328
118;-168;161;44;341;-144
-2;-156;-307;-280;-306;358
72;208;260;236;315;-335
-260;163;268;-91;-205;55
-342;-329;313;-71;205;-186
78;283;93;306;357;-252
-343;297;-254;-296;156;-234
-245;-15;324;174;124;-310
-140;315;257;282;64;-243
-234;178;321;114;32;70
-191;231;208;64;-46;36
-106;357;-97;336;-343;200
-43;94;-134;304;-199;-90
-138;-333;76;242;64;-98
-260;-276;347;30;-298;-176
-209;-134;291;15;-244;-257
-314;256;342;309;-65;290
-11;-22;-239;-301;96;-136
-24;-208;-359;215;-95;-350
155;-203;136;-183;-169;-265
-112;183;281;152;-183;-35
311;83;-174;95;141;-69
-221;-139;139;94;-180;-329
23;-233;16;268;82;-165
256;-247;-173;123;-198;235
-127;-8;190;171;98;-181
169;-116;-142;-269;-353;306
296;-85;145;124;-268;-216
290;283;-88;-180;74;90
-346;231;13;295;-275;322
308;-292;-61;-128;250;323
165;133;102;-133;167;-247
188;-294;337;79;285;-221
352;-187;-199;-71;203;245
-65;-70;196;-181;264;131
344;-227;-205;-135;182;-95
75;-84;36;-83;119;-350
226;-108;155;331;5;120
-51;252;111;3;-95;134
-289;-326;266;109;80;-56
3;-242;-293;134;-258;21
-358;-54;-199;115;2;72
-216;-261;-343;317;141;39
-148;-330;255;70;-347;312
-353;102;208;19;-151;93
-54;33;-223;176;-207;-288
286;232;276;-297;144;-238
240;164;199;190;-319;79
287;12;4;-176;340;58
338;-331;-224;14;102;-115
107;-104;253;31;125;-176
-273;-331;280;183;218;-42
-306;-249;-182;-303;255;-247
84;21;-223;187;83;-251
-33;131;-158;90;318;48
139;345;288;107;348;-242
7;92;216;-59;-321;14
-264;-96;142;-267;206;-324
228;265;-219;77;358;-330
-260;-200;60;123;161;3
104;-334;-221;180;-138;180
254;-289;70;159;50;-191
296;325;12;149;215;-217
-283;85;-344;-333;-277;230
-89;-195;-95;-235;198;-123
-133;162;61;200;-101;-227
53;-12;-57;-132;341;-174
48;-107;-136;-354;121;278
-57;259;323;-89;-214;-231
-140;253;18;237;-283;84
48;-172;-359;-153;232;285
357;-354;168;-299;96;220
238;48;-173;205;-239;-163
-357;-74;-341;256;-213;260
-320;-199;-328;181;143;302
295;220;360;217;-128;-342
168;-20;-77;260;-319;-83
-258;-328;143;298;-84;-185
294;146;285;323;315;358
-74;115;233;88;145;-8
6;202;-331;289;167;83
184;-155;-212;110;309;220
-108;-166;176;161;257;302
-167;136;85;-309;-225;-119
-136;-58;-297;43;121;-277
-133;347;278;-344;262;-184
-48;-263;-205;198;-298;-72
65;-219;142;67;-26;-187
-63;195;-335;78;-303;-61
350;247;-323;164;-278;-11
266;-348;230;205;-221;298
132;280;153;-11;240;-295
-342;-118;-9;-198;39;131
241;285;-45;-72;-43;-137
-38;335;-27;-3;-345;-222
287;-80;-287;-108;-232;-181
102;343;303;-322;291;-224
355;-125;-196;320;224;306
158;273;263;-103;-262;220
131;-49;322;325;-337;-161
-312;236;-75;59;-113;340
75;121;262;-58;-308;268
140;246;127;145;285;63
-126;357;-211;-154;240;195
-216;191;84;335;3;-15
62;346;-109;-172;65;177
-301;-90;-298;-131;-34;-244
-317;-40;-155;-217;7;-346
238;-216;-53;168;19;-166
193;328;-276;-343;-56;-314
-270;-294;-193;-208;79;-76
163;333;180;-304;265;-99
214;206;-122;324;237;93
-147;84;352;-112;-188;-360
295;92;206;179;84;-228
248;156;109;81;269;211
162;-65;359;89;-106;-229
-129;-176;318;283;352;326
270;-244;-255;108;209;-308
-184;-353;-193;-177;297;-95
-333;109;228;-300;-352;-97
-63;-61;-26;-25;35;24
6;203;-151;36;54;-213
40;-206;35;-310;260;-210
-188;-86;-153;181;-131;-283
221;-179;3;-332;90;-81
-138;-121;311;-23;-360;163
-72;-344;99;-44;66;85
-33;-325;158;173;-69;-323
323;272;236;-37;277;255
107;5;-306;-99;-194;260
97;167;-248;324;-72;80
215;134;-360;2;350;-355
-331;-286;75;-327;-56;-104
143;-99;-126;128;60;-187
-90;-213;-174;250;-53;113
23;315;-120;-100;178;262
-345;252;222;31;-48;74
-119;201;-291;-35;189;91
-359;-348;-31;-201;-93;-42
-317;-98;-89;-143;302;-16
-230;-146;237;85;118;84
-172;269;-357;-97;66;306
-30;-55;112;191;-87;-33
104;170;96;204;-336;-288
-330;-245;242;43;-236;316
30;238;-132;-193;146;14
-154;-341;-250;205;14;-60
-282;95;-269;58;-227;-4
-119;-211;-285;-250;269;162
-358;224;-183;278;245;-104
-133;-249;-80;-140;232;-159
253;-220;-105;-111;62;-32
-333;-87;34;-311;-207;196
94;223;-345;-352;-73;-209
63;233;180;309;18;28
121;268;-230;144;-224;-216
195;22;-357;328;272;268
-4;22;-337;180;186;60
-94;-6;20;-37;-258;110
126;180;-140;219;-144;-163
-165;190;-131;-103;127;-336
-252;-57;-207;188;103;245
-211;-44;167;-285;-40;-7
140;311;-249;-323;78;-185
42;129;-24;114;222;257
152;-171;-147;-227;72;201
-291;-65;95;191;11;-327
-43;203;354;252;-317;192
162;184;-215;-127;70;344
-35;-3;340;190;346;-214
-338;-246;158;200;105;-117
112;-328;265;-286;322;-87
-264;-135;287;202;-221;-235
284;195;211;-207;-221;106
-280;4;133;-247;-91;222
295;-245;172;40;-225;137
-144;95;-191;-8;186;87
-182;110;-122;-275;113;323
246;-255;135;118;8;-47
-84;247;-180;-150;44;91
-36;263;327;228;159;-273
-301;245;-108;292;56;-324
-205;-255;-60;272;-293;310
314;-169;-335;-24;61;163
-120;-315;282;237;-92;191
-45;13;43;-183;-268;80
82;-191;258;-277;276;-80
-144;182;-169;18;-195;-320
236;-277;30;90;-360;-243
-354;182;147;-104;123;-295
233;-55;-287;-290;-284;86
-216;-55;223;-123;-163;230
-212;111;55;46;-134;-255
-267;247;-18;-193;203;132
-244;-259;122;114;104;-226
232;82;312;116;-181;-327
-334;157;-185;-255;-329;223
246;-195;179;-157;-117;-123
-312;-305;-4;-89;-60;86
118;98;-115;176;141;62
276;330;260;-130;118;292
134;360;0;-164;139;357
-209;-61;-244;-180;-77;-115
309;-34;19;1;224;220
-276;85;197;-155;-166;-24
-93;-15;-45;-176;-259;-169
-109;-178;-348;-36;292;113
-257;-174;210;164;233;315
-223;19;-158;-66;-188;-103
-242;-359;-67;-159;-233;62
160;160;6;-126;-33;-146
132;306;-150;-17;-78;-131
-72;272;327;-357;73;206
100;-276;152;-290;61;251
-194;-219;-333;236;-340;-96
-234;3;-3;263;51;-237
294;118;2;232;-153;275
23;-294;-12;-128;31;329
-96;-341;173;-126;119;-2
258;179;-74;10;60;6
169;165;-221;-33;13;-253
203;-241;-3;-174;88;-31
-176;25;-294;44;254;164
28;124;260;37;296;41
258;-34;-245;-189;81;-48
77;-190;313;147;127;-77
106;-37;353;-293;-23;140
319;95;84;103;-251;-184
36;-187;3;217;118;-334
-211;-70;302;78;-203;-109
-167;-83;273;40;-126;107
80;-296;-96;317;305;-172
-170;202;-71;279;-34;-2
-92;-85;-30;157;166;-118
-26;-88;-314;348;69;-36
340;136;-9;-103;-49;-212
32;330;-226;195;243;294
94;67;197;-164;-355;-167
24;-198;297;-279;-168;-15
116;242;97;221;52;-6
217;-43;-325;351;180;57
-120;67;290;247;266;-286
207;-68;-139;-341;152;248
-325;-183;325;-281;330;-111
274;-161;155;-325;-283;259
-55;45;168;332;-318;-274
-266;218;-245;18;150;354
80;-150;37;29;289;-309
349;293;317;124;163;-293
-263;224;249;-286;185;-129
-189;245;-57;115;-335;174
359;-84;21;205;-244;289
-137;129;-29;118;132;-186
32;-242;293;52;249;343
214;39;269;-168;318;353
301;-334;62;-57;-328;307
181;-317;160;-154;335;-253
70;-25;-64;274;-198;31
323;111;-336;-80;270;-81
178;174;-195;306;-236;238
-64;195;-115;282;256;-265
131;-253;-65;36;37;197
174;294;-26;-72;320;-292
42;-132;321;86;-26;273
168;64;-288;-345;-300;-32
-225;-306;-123;-197;-117;38
338;-197;-72;354;-27;349
-1;352;27;-265;-116;165
-61;306;-310;-87;47;185
168;-86;292;-221;281;-174
-62;-358;33;-112;105;312
63;-173;288;-348;-196;156
-289;156;-188;-63;-152;-251
-137;96;-344;90;-216;-74
-25;215;-201;-85;293;-271
-328;137;-146;358;-228;40
66;-1;-27;-250;-174;160
358;40;104;130;326;-96
-22;-268;-303;32;124;248
71;-316;171;-250;-299;-325
-303;-207;-80;-153;-253;96
-279;169;281;-41;-66;-62
273;20;-268;-208;-239;-105
-98;37;-266;152;-105;106
-54;186;-185;-225;-250;354
342;304;-35;-215;-90;175
289;260;341;-251;-272;-221
-175;165;-199;70;-235;54
-30;276;-356;-96;-243;-305
289;-52;34;-298;64;-66
81;-331;-326;-31;230;143
36;-216;99;-328;159;-55
11;297;180;333;186;-45
-32;8;-192;-43;-257;17
-69;-321;-98;-289;79;-199
58;-122;178;203;-275;-50
-256;-289;10;-227;162;-333
-234;251;238;-213;-9;26
-220;299;-157;325;132;85
35;200;-192;-276;-106;-289
-86;345;82;55;-36;-39
-67;287;-60;130;-335;-232
-293;-270;-225;-25;-237;15
126;266;185;349;-202;-236
305;288;-89;-262;-258;-356
222;234;299;-109;-31;105
125;343;82;308;309;359
-167;322;-280;267;-282;287
97;73;-23;10;32;137
45;-214;-90;94;11;-268
238;245;-127;-246;258;-132
-166;260;217;-171;288;-270
257;234;-33;-268;-301;-235
164;-9;5;303;-205;-263
-42;-200;-190;-162;-261;-233
-92;351;259;169;65;-188
-186;-347;228;154;198;-147
215;6;-275;271;-212;-150
-151;271;-244;161;220;174
211;143;201;-97;295;38
257;330;220;-59;74;17
78;-234;13;-2;250;52
-234;-267;113;-207;-39;177
119;-145;197;-104;-296;164
156;-302;171;-300;282;280
50;250;-269;-213;-325;139
-149;179;25;-124;304;237
17;-272;-294;125;152;347
333;-71;-226;-80;278;69
92;332;-188;-131;-154;301
222;344;-236;220;-98;45
-153;158;-124;128;240;-330
335;-265;-262;110;-122;344
118;300;-257;-285;317;169
-344;-283;-283;-157;262;-281
53;304;345;292;-324;-63
-136;-55;299;-155;54;221
158;289;-321;260;-355;157
152;-234;267;-248;297;-192
134;101;-247;-152;-217;311
29;326;-204;105;206;-72
243;-243;-214;-112;-181;-111
351;89;69;56;-70;33
200;-21;-297;313;-329;107
168;-293;206;306;46;-33
212;-156;355;350;26;284
-191;-15;294;118;-46;255
-75;-23;-36;-127;267;276
-113;327;-137;311;-244;327
273;5;-347;201;-101;251
-48;76;-88;160;-133;324
252;199;-145;269;-90;215
228;360;-328;-190;-50;250
-82;-272;299;-229;65;225
-172;350;-42;-198;-227;143
271;194;-172;350;-329;-112
125;-320;-321;47;109;-190
92;22;10;145;-91;82
-139;-294;117;-340;-83;-309
-150;-207;160;148;155;-100
34;-103;318;-40;-281;263
-335;-200;-261;-142;-177;167
99;343;-122;-57;-14;295
52;-54;-33;325;60;-78
42;351;204;-297;-88;194
-217;-106;-204;-358;-222;-36
131;-23;-268;219;-306;-272
268;134;9;84;240;-353
16;-84;-318;155;201;156
-274;-127;264;126;-188;-340
-170;179;-50;325;-300;-349
83;-207;183;153;-67;-185
21;211;196;-92;-46;351
286;170;-201;-311;-297;-171
-251;-98;131;-287;279;-24
25;-302;-261;-337;-163;188
316;-349;-314;121;45;-190
283;-28;76;-134;-263;309
330;353;-200;-95;154;-339
70;-110;-40;-255;-233;60
-58;-142;-32;-69;283;-57
174;-168;-184;-241;77;83
308;330;218;81;280;14
-26;-183;186;68;-357;110
328;-1;75;154;-315;-229
273;206;316;-144;258;229
238;-47;29;298;70;-356
-164;-261;150;-331;-46;130
37;-232;-299;-226;-95;311
142;-241;197;-63;150;-121
37;358;121;280;-102;-48
168;357;-17;-121;76;197
-82;-214;-82;-314;-49;137
5;156;-143;149;299;148
-265;119;-90;2;-73;332
-277;44;-24;-246;18;-130
203;-315;88;99;-302;250
261;187;316;106;358;170
-319;-354;239;-119;-167;-282
-230;-84;243;189;351;152
-112;27;176;310;-268;-201
-124;-117;265;127;-348;13
9;-75;303;355;39;51
-193;215;-189;53;86;-33
183;47;200;169;336;190
48;72;66;333;-42;139
-190;195;-245;-304;-137;-127
-233;-183;355;80;-12;-184
342;155;143;-234;-21;220
-281;213;265;-290;-313;-317
-32;274;-110;-46;-266;111
27;165;-265;284;-30;-288
-71;266;330;-345;321;304
80;-7;-40;-74;-251;267
-10;259;165;31;94;-166
66;264;307;325;-312;322
-2;-311;-250;-147;-239;170
274;253;124;215;-288;16
-318;226;-111;237;162;-117
-208;-115;-29;21;-71;182
-341;-90;-226;-92;-122;-347
134;124;240;-46;98;119
-104;-131;137;-342;317;91
-263;316;-23;312;341;-155
28;-351;-247;-107;197;-130
39;-86;180;350;-38;-307
-288;-118;-150;301;3;57
-323;-168;204;27;317;27
-63;335;71;318;188;-281
-155;-207;-61;1;246;202
60;14;-145;137;92;199
265;-341;83;-218;263;309
250;-333;20;-98;-310;-182
-318;-194;314;221;-333;338
310;-327;-123;156;-338;-185
-139;241;16;-277;-260;-69
-246;320;-267;-196;-341;282
159;-213;-115;69;81;-313
-233;-235;257;57;-215;126
-289;-358;44;-103;-49;-163
4;-171;-356;306;-4;-201
278;-274;23;-238;336;321
-6;-240;152;185;-15;243
243;51;204;-17;200;286
329;-266;91;180;-223;-41
-150;-46;130;-178;268;26
297;-25;-91;140;185;294
-316;204;-239;240;-267;-6
245;57;-162;-99;25;316
-156;101;-333;185;-225;7
66;-188;-10;303;-99;-315
77;-235;95;-103;138;-321
-125;81;348;-33;-178;-334
47;-328;316;-33;267;308
131;-103;217;55;130;59
295;287;-31;-229;-124;-343
-355;219;-186;211;216;-213
-6;252;91;-206;341;27
241;228;40;-52;-150;218
352;6;-223;30;-181;-78
-212;206;-19;-19;157;-268
325;169;86;44;-196;278
10;-59;198;142;353;67
-248;-266;-238;-313;-90;163
-80;-335;-356;113;182;-312
-116;-2;-136;124;222;128
311;100;53;354;-321;-299
333;-68;134;-68;357;244
-183;-60;-94;210;-337;214
-336;-347;-38;243;213;315
-215;261;-176;-317;338;-313
-195;-337;-268;130;-340;254
-157;-56;111;304;-150;337
201;-298;-232;-223;-289;296
-326;296;-273;-106;-193;44
53;-142;197;-351;-168;312
244;-344;336;-74;11;167
38;348;25;102;-118;348
278;-284;87;268;64;191
179;-269;99;291;-120;-7
-198;190;-69;332;81;-106
-210;-305;61;-170;60;-334
286;-234;159;-275;-17;175
24;97;330;-185;93;177
254;123;338;-358;-303;49
-117;77;-271;59;265;-266
-98;-296;-229;81;308;172
-357;-34;38;-100;-342;124
128;-88;-47;24;-323;-194
-53;-258;352;251;309;269
-76;-89;-342;198;-107;-218
137;-208;-280;319;256;262
-270;-195;248;221;-161;-136
-86;-59;-313;322;209;110
343;-266;11;23;-265;104
-67;138;141;-143;239;195
351;81;-97;-252;343;149
192;-233;-187;292;169;270
-167;254;237;274;-322;-180
255;327;-266;-144;-323;33
-46;-219;-213;-296;-357;-226
109;69;319;101;-37;-89
-354;-204;-41;-116;-259;-297
-358;215;-149;152;-41;-147
-172;-162;-307;211;-144;-324
-118;261;-251;-137;22;28
212;-317;247;311;187;-275
-270;-144;-89;113;250;201
143;-15;-78;35;69;-318
302;-13;-307;-113;29;76
200;116;112;56;-153;200
16;-21;-271;246;-248;192
-326;190;-108;-29;-326;-149
177;307;182;-256;-110;284
-258;253;-16;307;30;20
247;-231;-161;-248;205;82
94;167;-275;342;-271;290
-303;270;76;251;155;332
-221;-306;-300;332;335;312
135;-261;107;-67;147;-198
357;-287;229;134;-76;282
-85;-39;268;278;-211;213
138;87;-69;-255;-327;-183
-236;-173;329;79;78;-180
205;-352;-271;104;289;-83
193;280;-306;-106;335;44
252;254;161;322;142;-312
-151;-218;-247;-147;-175;-205
19;-129;-155;-305;278;-261
120;-360;281;-1;315;-348
142;201;110;37;13;-69
29;-163;-249;276;-225;-46
-99;275;217;-356;65;-67
-338;-49;-63;278;-197;342
7;232;-214;-222;281;168
182;-69;160;-60;351;28
-55;-309;249;114;-96;144
-163;-256;-141;-280;348;224
-23;-86;139;-285;-340;-217
-171;351;-212;-322;-298;-102
241;-340;-265;-226;325;358
325;331;-197;-173;-84;271
331;94;-160;-293;-215;176
131;21;243;-24;-128;63
101;-348;-334;-321;-314;-309
335;-301;-32;329;6;-209
359;339;125;-305;-208;-328
4;325;56;-44;74;-206
124;-127;97;-104;-250;-300
172;243;-96;-269;-308;283
-191;193;-9;214;-138;6
221;180;261;38;213;324
177;-316;-223;178;-282;344
197;356;-132;169;227;-61
-38;55;189;86;-134;217
190;-183;5;-254;-267;116
-308;-215;253;69;128;335
220;181;215;-163;-63;-163
-206;-155;133;-47;43;-216
79;208;-316;353;88;342
256;-332;-39;-127;-249;270
-107;-72;296;-73;-18;284
135;115;198;222;-131;-354
299;-290;263;330;263;125
40;-35;-123;-297;-121;251
-302;-260;-153;237;40;-130
202;272;51;43;152;-121
316;-276;212;-123;-278;36
109;82;182;-243;197;196
256;31;68;-171;-3;354
-263;-122;-350;224;164;217
-72;230;139;299;102;116
-351;262;-225;-170;-230;29
13;145;205;-176;299;-124
-233;-195;-260;54;103;-181
65;-100;158;-119;-16;-199
-54;88;-295;-253;-253;-296
128;38;221;-72;53;-165
77;298;52;350;-347;-28
3;154;137;355;-167;37
-318;-179;28;-9;-141;-259
-114;244;94;-183;-15;356
163;-339;38;100;-88;-177
42;184;-291;-60;-2;258
69;101;-318;-11;-268;125
193;-272;157;132;-336;310
23;-214;51;136;-170;-47
203;305;-76;-79;120;328
302;-95;45;217;287;306
-63;-214;-216;-359;349;303
199;212;37;152;-315;-316
77;-183;-359;192;-54;353
-310;-271;338;272;-187;11
-304;98;84;129;245;194
-321;-301;31;-128;-184;-344
-237;325;-117;-2;-94;116
-25;283;-173;130;22;-327
128;-145;-285;-23;131;202
236;-52;3;97;163;-63
-104;-129;-27;118;105;-113
64;250;-232;-147;-327;216
213;-75;-130;355;37;-350
259;68;261;200;-285;-76
343;8;-77;40;343;-38
263;-257;-292;-110;-308;32
336;-158;-303;-255;-243;28
